index,lpips,lpips_fooled,orig_zs_idx,orig_zs_label,orig_zs_conf,adv_zs_idx,adv_zs_label,adv_zs_conf_of_orig,zs_confidence_drop,zs_fooled
51,0.004871252,0,12,bridge,0.337879568,96,willow_tree,0.012025377,0.325854192,1
52,0.003838129,0,98,woman,0.914769948,98,woman,0.606127441,0.308642507,0
53,0.002694522,0,98,woman,0.379765481,98,woman,0.272246629,0.107518852,0
54,0.003051623,0,98,woman,0.670712113,98,woman,0.363838553,0.30687356,0
55,0.002610936,0,46,man,0.860413909,46,man,0.693214655,0.167199254,0
56,0.003235868,0,61,plate,0.18613258,49,mountain,0.01316374,0.17296884,1
57,0.00158463,0,11,boy,0.432809234,46,man,0.025831645,0.406977588,1
58,0.00311804,0,98,woman,0.477515519,98,woman,0.129616573,0.347898945,0
59,0.001687512,0,46,man,0.556890547,46,man,0.195383176,0.361507371,0
60,0.001530948,0,98,woman,0.804132164,61,plate,0.011165202,0.792966962,1
61,0.003965827,0,98,woman,0.610365629,98,woman,0.114726879,0.49563875,0
62,0.00283384,0,46,man,0.545454741,46,man,0.152518332,0.392936409,0
63,0.00234809,0,46,man,0.849658608,46,man,0.16556178,0.684096828,0
64,0.004239255,0,46,man,0.783566058,11,boy,0.111120649,0.672445409,1
65,0.003519131,0,98,woman,0.737608552,57,pear,0.010720986,0.726887566,1
66,0.002694522,0,98,woman,0.379765481,98,woman,0.272246629,0.107518852,0
67,0.00238799,0,98,woman,0.623495817,98,woman,0.695774734,-0.072278917,0
68,0.003051623,0,98,woman,0.670712113,98,woman,0.363838553,0.30687356,0
69,0.00336918,0,98,woman,0.937551916,98,woman,0.177158192,0.760393724,0
70,0.003838129,0,98,woman,0.914769948,98,woman,0.606127441,0.308642507,0
71,0.003872432,0,46,man,0.371434689,49,mountain,0.019911306,0.351523383,1
72,0.003119702,0,46,man,0.434799254,46,man,0.255304545,0.179494709,0
73,0.003052865,0,98,woman,0.89028585,67,ray,0.040365871,0.849919979,1
74,0.004239255,0,46,man,0.783566058,11,boy,0.111120649,0.672445409,1
75,0.003838129,0,98,woman,0.914769948,98,woman,0.606127441,0.308642507,0
76,0.003409587,0,46,man,0.810737789,46,man,0.544784486,0.265953302,0
77,0.001975829,0,61,plate,0.627283931,28,cup,0.065450534,0.561833397,1
78,0.004239255,0,46,man,0.783566058,11,boy,0.111120649,0.672445409,1
79,0.002381975,0,46,man,0.884506106,98,woman,0.172516361,0.711989745,1
80,0.003645506,0,5,bed,0.562140405,46,man,0.007318665,0.55482174,1
81,0.004800782,0,98,woman,0.941258729,98,woman,0.596280932,0.344977796,0
82,0.00401138,0,11,boy,0.204547614,19,cattle,0.002962831,0.201584783,1
83,0.003645506,0,5,bed,0.562140405,46,man,0.007318665,0.55482174,1
84,0.003051623,0,98,woman,0.670712113,98,woman,0.363838553,0.30687356,0
85,0.003519131,0,98,woman,0.737608552,57,pear,0.010720986,0.726887566,1
86,0.002694522,0,98,woman,0.379765481,98,woman,0.272246629,0.107518852,0
87,0.00238799,0,98,woman,0.623495817,98,woman,0.695774734,-0.072278917,0
88,0.003872432,0,46,man,0.371434689,49,mountain,0.019911306,0.351523383,1
89,0.002611194,0,2,baby,0.350272357,2,baby,0.551366806,-0.201094449,0
90,0.003184383,0,61,plate,0.258127272,60,plain,0.009481315,0.248645958,1
91,0.003519131,0,98,woman,0.737608552,57,pear,0.010720986,0.726887566,1
92,0.005593759,0,61,plate,0.2668446,61,plate,0.227944121,0.03890048,0
93,0.004287889,0,94,wardrobe,0.361267418,87,television,0.01393189,0.347335528,1
94,0.003456905,0,11,boy,0.586833179,11,boy,0.227141589,0.35969159,0
95,0.004554562,0,97,wolf,0.195488319,69,rocket,0.01614712,0.179341199,1
96,0.00279275,0,46,man,0.922175288,46,man,0.459521532,0.462653756,0
97,0.00311804,0,98,woman,0.477515519,98,woman,0.129616573,0.347898945,0
98,0.003154997,0,98,woman,0.917805076,98,woman,0.13300091,0.784804165,0
99,0.003088778,0,98,woman,0.882545114,98,woman,0.576245964,0.30629915,0
100,0.003505217,0,12,bridge,0.738156974,49,mountain,0.003950099,0.734206875,1
101,0.002449564,0,61,plate,0.174899176,60,plain,0.010358406,0.16454077,1
102,0.003838129,0,98,woman,0.914769948,98,woman,0.606127441,0.308642507,0
103,0.002381975,0,46,man,0.884506106,98,woman,0.172516361,0.711989745,1
104,0.00238799,0,98,woman,0.623495817,98,woman,0.695774734,-0.072278917,0
105,0.009130256,0,31,elephant,0.15599893,60,plain,0.013025988,0.142972942,1
106,0.003227136,0,46,man,0.741498649,46,man,0.400342703,0.341155946,0
107,0.002769916,0,43,lion,0.606150508,41,lawn_mower,0.016322691,0.589827817,1
108,0.003705127,0,46,man,0.626255333,46,man,0.124162421,0.502092913,0
109,0.00279275,0,46,man,0.922175288,46,man,0.459521532,0.462653756,0
110,0.002381975,0,46,man,0.884506106,98,woman,0.172516361,0.711989745,1
111,0.004743984,0,76,skyscraper,0.114110976,60,plain,0.007191206,0.10691977,1
112,0.003784463,0,61,plate,0.162741452,87,television,0.00913919,0.153602262,1
113,0.00514912,0,51,mushroom,0.189334735,51,mushroom,0.159082904,0.030251831,0
114,0.005185895,0,98,woman,0.936781347,98,woman,0.319256455,0.617524892,0
115,0.003379512,0,11,boy,0.701667726,46,man,0.194988519,0.506679207,1
116,0.003278194,0,11,boy,0.612162411,98,woman,0.135005191,0.47715722,1
117,0.002694522,0,98,woman,0.379765481,98,woman,0.272246629,0.107518852,0
118,0.004106844,0,11,boy,0.895609856,11,boy,0.320401877,0.575207978,0
119,0.003638537,0,61,plate,0.191735476,60,plain,0.010504518,0.181230959,1
120,0.004239255,0,46,man,0.783566058,11,boy,0.111120649,0.672445409,1
121,0.002694522,0,98,woman,0.379765481,98,woman,0.272246629,0.107518852,0
122,0.003051623,0,98,woman,0.670712113,98,woman,0.363838553,0.30687356,0
123,0.00311804,0,98,woman,0.477515519,98,woman,0.129616573,0.347898945,0
124,0.004273465,0,49,mountain,0.325821012,49,mountain,0.290217608,0.035603404,0
125,0.003426919,0,46,man,0.340813011,11,boy,0.121904872,0.218908139,1
126,0.001665738,0,46,man,0.558651984,46,man,0.107125707,0.451526277,0
127,0.003838129,0,98,woman,0.914769948,98,woman,0.606127441,0.308642507,0
128,0.001666458,0,98,woman,0.568000495,53,orange,0.04212318,0.525877316,1
129,0.001687512,0,46,man,0.556890547,46,man,0.195383176,0.361507371,0
130,0.002381975,0,46,man,0.884506106,98,woman,0.172516361,0.711989745,1
131,0.001557367,0,46,man,0.520025194,46,man,0.162314281,0.357710913,0
132,0.00238799,0,98,woman,0.623495817,98,woman,0.695774734,-0.072278917,0
133,0.002063941,0,98,woman,0.521467924,60,plain,0.034194659,0.487273265,1
134,0.003051623,0,98,woman,0.670712113,98,woman,0.363838553,0.30687356,0
135,0.002099451,0,46,man,0.821159005,46,man,0.600028753,0.221130252,0
136,0.002637303,0,46,man,0.841097891,46,man,0.534084678,0.307013214,0
137,0.002384684,0,94,wardrobe,0.187472746,69,rocket,0.010009459,0.177463287,1
138,0.003334976,0,71,sea,0.194221377,49,mountain,0.010490214,0.183731164,1
139,0.002686898,0,76,skyscraper,0.23115842,49,mountain,0.075659983,0.155498438,1
140,0.002381975,0,46,man,0.884506106,98,woman,0.172516361,0.711989745,1
141,0.003872432,0,46,man,0.371434689,49,mountain,0.019911306,0.351523383,1
142,0.00238799,0,98,woman,0.623495817,98,woman,0.695774734,-0.072278917,0
143,0.003838129,0,98,woman,0.914769948,98,woman,0.606127441,0.308642507,0
144,0.003346135,0,61,plate,0.555565238,87,television,0.020918887,0.534646351,1
145,0.00238799,0,98,woman,0.623495817,98,woman,0.695774734,-0.072278917,0
146,0.002611655,0,46,man,0.717924476,98,woman,0.100171238,0.617753237,1
147,0.003155573,0,98,woman,0.611598194,98,woman,0.444077551,0.167520642,0
148,0.005413229,0,2,baby,0.256633908,87,television,0.006999219,0.249634689,1
149,0.002381975,0,46,man,0.884506106,98,woman,0.172516361,0.711989745,1
150,0.00311804,0,98,woman,0.477515519,98,woman,0.129616573,0.347898945,0
151,0.003604982,0,71,sea,0.616638124,49,mountain,0.009653145,0.606984979,1
152,0.001971212,0,98,woman,0.513601065,83,sweet_pepper,0.024581715,0.489019349,1
153,0.002488428,0,46,man,0.530087769,98,woman,0.094089486,0.435998283,1
154,0.006119019,0,61,plate,0.316085696,20,chair,0.115773745,0.200311951,1
155,0.005130871,0,46,man,0.830529928,46,man,0.558648467,0.271881461,0
156,0.003051623,0,98,woman,0.670712113,98,woman,0.363838553,0.30687356,0
157,0.002501414,0,2,baby,0.428208798,46,man,0.012697866,0.415510932,1
158,0.003160477,0,46,man,0.284342229,53,orange,0.052925788,0.231416442,1
159,0.002763578,0,71,sea,0.738046825,23,cloud,0.032463711,0.705583114,1
160,0.004081171,0,46,man,0.874580324,46,man,0.511493802,0.363086522,0
161,0.003404261,0,98,woman,0.238773674,60,plain,0.013880476,0.224893197,1
162,0.003051623,0,98,woman,0.670712113,98,woman,0.363838553,0.30687356,0
163,0.004903436,0,46,man,0.295720547,33,forest,0.016281553,0.279438995,1
164,0.007679446,0,3,bear,0.473409176,29,dinosaur,0.089897022,0.383512154,1
165,0.003603026,0,71,sea,0.654444695,23,cloud,0.010076564,0.644368131,1
166,0.003609443,0,46,man,0.692239106,20,chair,0.015288742,0.676950363,1
167,0.00311804,0,98,woman,0.477515519,98,woman,0.129616573,0.347898945,0
168,0.004068242,0,37,house,0.462349564,60,plain,0.026240673,0.436108891,1
169,0.003764016,0,98,woman,0.492698163,87,television,0.092185698,0.400512464,1
170,0.003645506,0,5,bed,0.562140405,46,man,0.007318665,0.55482174,1
171,0.002629664,0,98,woman,0.566500247,69,rocket,0.009689153,0.556811093,1
172,0.00279275,0,46,man,0.922175288,46,man,0.459521532,0.462653756,0
173,0.003051623,0,98,woman,0.670712113,98,woman,0.363838553,0.30687356,0
174,0.003124189,0,98,woman,0.436567456,51,mushroom,0.003789167,0.432778289,1
175,0.003059608,0,94,wardrobe,0.644948244,87,television,0.007091229,0.637857015,1
176,0.003838129,0,98,woman,0.914769948,98,woman,0.606127441,0.308642507,0
177,0.011783105,0,12,bridge,0.968317628,41,lawn_mower,0.004759245,0.963558383,1
178,0.004290471,0,19,cattle,0.343092889,60,plain,0.01089231,0.332200578,1
179,0.003241354,0,98,woman,0.434147805,35,girl,0.054603055,0.37954475,1
180,0.003763944,0,98,woman,0.160381511,76,skyscraper,0.004533253,0.155848258,1
181,0.007041414,0,52,oak_tree,0.206667945,87,television,0.00345978,0.203208165,1
182,0.00238799,0,98,woman,0.623495817,98,woman,0.695774734,-0.072278917,0
183,0.00896058,0,61,plate,0.243524119,61,plate,0.190477788,0.053046331,0
184,0.003246638,0,98,woman,0.303366244,98,woman,0.116745308,0.186620936,0
185,0.003838129,0,98,woman,0.914769948,98,woman,0.606127441,0.308642507,0
186,0.003235058,0,98,woman,0.647184908,41,lawn_mower,0.008198566,0.638986343,1
187,0.003838129,0,98,woman,0.914769948,98,woman,0.606127441,0.308642507,0
188,0.003511924,0,11,boy,0.520622313,51,mushroom,0.037495691,0.483126622,1
189,0.003248125,0,40,lamp,0.302451968,40,lamp,0.205823615,0.096628353,0
190,0.002799063,0,12,bridge,0.173649073,53,orange,0.000587479,0.173061594,1
191,0.00279275,0,46,man,0.922175288,46,man,0.459521532,0.462653756,0
192,0.003511924,0,11,boy,0.520622313,51,mushroom,0.037495691,0.483126622,1
193,0.002847192,0,46,man,0.591223776,46,man,0.253910244,0.337313533,0
194,0.003311503,0,70,rose,0.29055348,99,worm,0.018470204,0.272083277,1
195,0.002518033,0,98,woman,0.384983212,5,bed,0.00508997,0.379893242,1
196,0.003500366,0,71,sea,0.736981571,23,cloud,0.024728866,0.712252704,1
197,0.00270743,0,96,willow_tree,0.426249892,49,mountain,0.01085668,0.415393212,1
198,0.003511924,0,11,boy,0.520622313,51,mushroom,0.037495691,0.483126622,1
199,0.004002341,0,98,woman,0.729156494,28,cup,0.006669591,0.722486903,1
200,0.003722574,0,98,woman,0.398152381,87,television,0.03762586,0.360526521,1
201,0.002517163,0,5,bed,0.133741438,87,television,0.049140189,0.08460125,1
202,0.003266878,0,98,woman,0.737541795,57,pear,0.007480455,0.73006134,1
203,0.00238799,0,98,woman,0.623495817,98,woman,0.695774734,-0.072278917,0
204,0.003475356,0,46,man,0.171903551,31,elephant,0.01063228,0.16127127,1
205,0.003923882,0,61,plate,0.255465925,69,rocket,0.008365771,0.247100154,1
206,0.004373936,0,46,man,0.548087239,46,man,0.0635873,0.484499939,0
207,0.003520068,0,46,man,0.684628606,46,man,0.153792888,0.530835718,0
208,0.00238799,0,98,woman,0.623495817,98,woman,0.695774734,-0.072278917,0
209,0.003349751,0,17,castle,0.850272834,69,rocket,0.014830655,0.835442179,1
210,0.004521511,0,31,elephant,0.543637037,20,chair,0.002156798,0.541480239,1
211,0.006896148,0,33,forest,0.894673586,33,forest,0.224913657,0.669759929,0
212,0.00331947,0,49,mountain,0.333223432,49,mountain,0.076100558,0.257122874,0
213,0.00311804,0,98,woman,0.477515519,98,woman,0.129616573,0.347898945,0
214,0.008577923,0,71,sea,0.135230258,71,sea,0.132583544,0.002646714,0
215,0.00444457,0,46,man,0.856664956,46,man,0.518457532,0.338207424,0
216,0.004298622,0,12,bridge,0.1636682,49,mountain,0.021070683,0.142597517,1
217,0.00311804,0,98,woman,0.477515519,98,woman,0.129616573,0.347898945,0
218,0.003175639,0,98,woman,0.848934352,98,woman,0.12207818,0.726856172,0
219,0.007944795,0,46,man,0.592744112,98,woman,0.068717688,0.524026424,1
220,0.004119706,0,11,boy,0.116996765,60,plain,0.001530234,0.115466531,1
221,0.003838129,0,98,woman,0.914769948,98,woman,0.606127441,0.308642507,0
222,0.001752552,0,61,plate,0.172857448,25,couch,0.03758515,0.135272298,1
223,0.002986019,0,98,woman,0.241533518,61,plate,0.041134559,0.200398959,1
224,0.003959953,0,61,plate,0.461841732,23,cloud,0.014573586,0.447268146,1
225,0.004656352,0,98,woman,0.442677647,40,lamp,0.069690108,0.372987539,1
226,0.004871681,0,46,man,0.173135415,57,pear,0.026626736,0.146508679,1
227,0.003872432,0,46,man,0.371434689,49,mountain,0.019911306,0.351523383,1
228,0.011126871,0,98,woman,0.180858403,40,lamp,0.006039923,0.174818481,1
229,0.002473284,0,71,sea,0.30140987,69,rocket,0.020173106,0.281236764,1
230,0.003816388,0,58,pickup_truck,0.448475748,13,bus,0.105924651,0.342551097,1
231,0.013476683,0,61,plate,0.510796249,87,television,0.027274264,0.483521985,1
232,0.014768861,0,46,man,0.22918807,11,boy,0.151524767,0.077663302,1
233,0.004277708,0,82,sunflower,0.513353586,83,sweet_pepper,0.001901478,0.511452108,1
234,0.002663113,0,83,sweet_pepper,0.375905275,83,sweet_pepper,0.225850478,0.150054798,0
235,0.012666964,0,60,plain,0.315672874,60,plain,0.246081665,0.069591209,0
236,0.001659187,0,84,table,0.197602242,61,plate,0.109160364,0.088441879,1
237,0.002541634,0,60,plain,0.164690182,11,boy,0.081749745,0.082940437,1
238,0.005624532,0,58,pickup_truck,0.113342024,40,lamp,0.039941825,0.073400199,1
239,0.002557575,0,13,bus,0.670433164,13,bus,0.87846905,-0.208035886,0
240,0.002850684,0,98,woman,0.16235505,56,palm_tree,0.025213988,0.137141062,1
241,0.006349936,0,37,house,0.370421499,41,lawn_mower,0.149498731,0.220922768,1
242,0.006011087,0,33,forest,0.239247829,15,camel,0.012113976,0.227133852,1
243,0.004153871,0,86,telephone,0.46053049,40,lamp,0.078436248,0.382094242,1
244,0.008889513,0,60,plain,0.236587495,60,plain,0.184764579,0.051822916,0
245,0.005337026,0,11,boy,0.396227658,59,pine_tree,0.08034683,0.315880828,1
246,0.002649159,0,86,telephone,0.787557662,87,television,0.048010029,0.739547633,1
247,0.003787949,0,11,boy,0.398304552,87,television,0.103027754,0.295276798,1
248,0.002123161,0,98,woman,0.282186598,35,girl,0.176124722,0.106061876,1
249,0.003333149,0,11,boy,0.176042184,11,boy,0.218610272,-0.042568088,0
250,0.003726344,0,47,maple_tree,0.378668219,41,lawn_mower,0.031017592,0.347650627,1
251,0.010798743,0,98,woman,0.313896358,40,lamp,0.036036957,0.277859401,1
252,0.003105647,0,35,girl,0.245766833,41,lawn_mower,0.032560155,0.213206679,1
253,0.008290442,0,35,girl,0.218345851,35,girl,0.210972816,0.007373035,0
254,0.003585598,0,98,woman,0.292349309,86,telephone,0.048200879,0.244148429,1
255,0.00435779,0,28,cup,0.260700941,87,television,0.011436408,0.249264533,1
256,0.008849222,0,46,man,0.331084549,46,man,0.225119382,0.105965167,0
257,0.005319674,0,2,baby,0.3007994,2,baby,0.733745277,-0.432945877,0
258,0.003336605,0,11,boy,0.176710099,87,television,0.067455791,0.109254308,1
259,0.002822832,0,35,girl,0.374521881,35,girl,0.262526274,0.111995608,0
260,0.006282645,0,41,lawn_mower,0.289343387,11,boy,0.130637378,0.158706009,1
261,0.003502538,0,11,boy,0.265150547,87,television,0.014999155,0.250151392,1
262,0.003425705,0,8,bicycle,0.801775336,8,bicycle,0.573034108,0.228741229,0
263,0.003253938,0,98,woman,0.399092019,35,girl,0.045635127,0.353456892,1
264,0.00276128,0,81,streetcar,0.169622779,60,plain,0.10322202,0.066400759,1
265,0.002972036,0,46,man,0.342831075,87,television,0.032212958,0.310618117,1
266,0.003939301,0,88,tiger,0.064044088,15,camel,0.004038925,0.060005163,1
267,0.002992192,0,49,mountain,0.26407823,8,bicycle,0.027912809,0.236165421,1
268,0.008504361,0,52,oak_tree,0.213365346,5,bed,0.00253461,0.210830736,1
269,0.007287097,0,46,man,0.76498574,46,man,0.682770431,0.082215309,0
270,0.002596716,0,71,sea,0.179448307,71,sea,0.316282421,-0.136834115,0
271,0.002787947,0,38,kangaroo,0.143642351,60,plain,0.058466185,0.085176166,1
272,0.007642267,0,71,sea,0.716394901,71,sea,0.445662916,0.270731986,0
273,0.004332377,0,11,boy,0.50352484,11,boy,0.401432961,0.102091879,0
274,0.001870789,0,98,woman,0.451042175,35,girl,0.239233807,0.211808369,1
275,0.003824443,0,35,girl,0.22169216,35,girl,0.204350069,0.017342091,0
276,0.005326653,0,2,baby,0.475229949,11,boy,0.01571195,0.459517999,1
277,0.002606055,0,35,girl,0.238113612,41,lawn_mower,0.013979792,0.22413382,1
278,0.00646842,0,39,keyboard,0.23999691,87,television,0.004124881,0.235872029,1
279,0.002407811,0,98,woman,0.315811247,35,girl,0.110626064,0.205185182,1
280,0.003622337,0,36,hamster,0.25484544,8,bicycle,0.003175166,0.251670274,1
281,0.007809173,0,10,bowl,0.138498724,87,television,0.021610653,0.11688807,1
282,0.002480273,0,98,woman,0.274614811,60,plain,0.012369588,0.262245223,1
283,0.006866717,0,48,motorcycle,0.646497786,68,road,0.087504163,0.558993623,1
284,0.009449527,0,60,plain,0.411392033,46,man,0.12716414,0.284227893,1
285,0.00408484,0,48,motorcycle,0.451798946,49,mountain,0.004403042,0.447395904,1
286,0.00386114,0,2,baby,0.334569484,11,boy,0.105144255,0.229425229,1
287,0.003908323,0,58,pickup_truck,0.642743886,58,pickup_truck,0.778774321,-0.136030436,0
288,0.006537276,0,33,forest,0.774349868,41,lawn_mower,0.0161702,0.758179668,1
289,0.004206406,0,86,telephone,0.543748081,98,woman,0.004339539,0.539408542,1
290,0.003056106,0,60,plain,0.118152194,13,bus,0.008764889,0.109387305,1
291,0.006687126,0,35,girl,0.316292733,83,sweet_pepper,0.080409132,0.235883601,1
292,0.004408534,0,86,telephone,0.646892786,11,boy,0.107974626,0.53891816,1
293,0.003172701,0,84,table,0.457515895,84,table,0.317333728,0.140182167,0
294,0.007501421,0,49,mountain,0.367860943,49,mountain,0.26294145,0.104919493,0
295,0.00978186,0,46,man,0.284071922,87,television,0.039554279,0.244517643,1
296,0.003761916,0,8,bicycle,0.429620922,8,bicycle,0.927273035,-0.497652113,0
297,0.004728736,0,37,house,0.303988785,37,house,0.133612648,0.170376137,0
298,0.011679313,0,11,boy,0.359127373,11,boy,0.336139947,0.022987425,0
299,0.006178429,0,35,girl,0.318424344,35,girl,0.187882453,0.130541891,0
300,0.003827173,0,76,skyscraper,0.872605622,76,skyscraper,0.672536671,0.200068951,0
301,0.014407023,0,86,telephone,0.447634548,35,girl,0.082964852,0.364669695,1
302,0.006432043,0,60,plain,0.515276909,60,plain,0.37015295,0.145123959,0
303,0.004518337,0,98,woman,0.287088841,87,television,0.012141429,0.274947412,1
304,0.008471548,0,19,cattle,0.377595365,19,cattle,0.585236728,-0.207641363,0
305,0.003432065,0,11,boy,0.565607607,60,plain,0.090582602,0.475025006,1
306,0.005006983,0,35,girl,0.301590264,19,cattle,0.014115367,0.287474897,1
307,0.003420923,0,46,man,0.73033911,46,man,0.202733889,0.527605221,0
308,0.004172133,0,46,man,0.387335181,46,man,0.267500728,0.119834453,0
309,0.004235256,0,35,girl,0.150530025,35,girl,0.244120657,-0.093590632,0
310,0.006888276,0,11,boy,0.418150604,46,man,0.137597457,0.280553147,1
311,0.003882736,0,8,bicycle,0.566043854,49,mountain,0.058220021,0.507823832,1
312,0.003782289,0,35,girl,0.280373693,11,boy,0.073874585,0.206499107,1
313,0.003740407,0,11,boy,0.882218421,35,girl,0.064219177,0.817999244,1
314,0.0033494,0,11,boy,0.330689371,20,chair,0.059775803,0.270913567,1
315,0.004407563,0,69,rocket,0.104698434,87,television,0.006195324,0.09850311,1
316,0.004536746,0,86,telephone,0.708648562,40,lamp,0.090723366,0.617925197,1
317,0.00835971,0,60,plain,0.248949483,13,bus,0.071422666,0.177526817,1
318,0.005043765,0,8,bicycle,0.822804332,8,bicycle,0.516277969,0.306526363,0
319,0.006998932,0,98,woman,0.705178261,98,woman,0.150393605,0.554784656,0
320,0.003888802,0,2,baby,0.798977435,2,baby,0.360530913,0.438446522,0
321,0.004630799,0,98,woman,0.528090656,35,girl,0.179717347,0.348373309,1
322,0.00865728,0,8,bicycle,0.582115829,33,forest,0.016386857,0.565728972,1
323,0.003751844,0,98,woman,0.458042115,98,woman,0.305141985,0.15290013,0
324,0.00570442,0,84,table,0.388136536,84,table,0.233522803,0.154613733,0
325,0.012089655,0,98,woman,0.459387362,98,woman,0.245551988,0.213835374,0
326,0.003031796,0,5,bed,0.525024354,40,lamp,0.143087626,0.381936729,1
327,0.003797199,0,48,motorcycle,0.9331882,48,motorcycle,0.963574648,-0.030386448,0
328,0.012121898,0,11,boy,0.159220278,20,chair,0.014873409,0.14434687,1
329,0.003122125,0,86,telephone,0.684651196,11,boy,0.012594092,0.672057104,1
330,0.002218105,0,8,bicycle,0.424636871,41,lawn_mower,0.101621367,0.323015504,1
331,0.012020159,0,30,dolphin,0.124477714,30,dolphin,0.153253451,-0.028775737,0
332,0.003055105,0,60,plain,0.094335943,49,mountain,0.146716043,-0.0523801,1
333,0.00286134,0,12,bridge,0.233465239,12,bridge,0.073758587,0.159706652,0
334,0.004778771,0,57,pear,0.139349908,60,plain,0.000845934,0.138503973,1
335,0.009282734,0,39,keyboard,0.183018833,11,boy,0.006712509,0.176306324,1
336,0.002949339,0,46,man,0.321478575,46,man,0.296084613,0.025393963,0
337,0.009034109,0,46,man,0.65328294,46,man,0.289577156,0.363705784,0
338,0.002904274,0,68,road,0.75468421,68,road,0.544422388,0.210261822,0
339,0.004635258,0,35,girl,0.513804615,49,mountain,0.09983062,0.413973995,1
340,0.007932986,0,86,telephone,0.243376896,86,telephone,0.129028857,0.114348039,0
341,0.005132316,0,33,forest,0.670325994,87,television,0.027049812,0.643276183,1
