index,lpips,orig_idx,orig_label,orig_confidence,adv_idx,adv_label,adv_confidence,adv_orig_confidence,confidence_drop,fooled
20,0.00555684557184577,577,gong,0.10137069225311279,577,gong,0.23012198507785797,0.23012198507785797,-0.12875129282474518,0
21,0.005136572755873203,577,gong,0.5133808851242065,651,microwave,0.3174036145210266,0.1348455846309662,0.37853530049324036,1
22,0.0029274632688611746,451,bolo_tie,0.09982793778181076,451,bolo_tie,0.13545846939086914,0.13545846939086914,-0.03563053160905838,0
23,0.003080028109252453,601,hoopskirt,0.24065859615802765,601,hoopskirt,0.17961996793746948,0.17961996793746948,0.061038628220558167,0
24,0.0038381293416023254,568,fur_coat,0.13185220956802368,651,microwave,0.6191408634185791,0.001077038818039,0.13077517074998468,1
25,0.0027927495539188385,921,book_jacket,0.10800790041685104,834,suit,0.15398572385311127,0.007427271921187639,0.1005806284956634,1
26,0.0038824728690087795,689,overskirt,0.07035313546657562,501,cloak,0.4103248119354248,0.002199574140831828,0.0681535613257438,1
27,0.002599589992314577,921,book_jacket,0.2888416051864624,657,missile,0.08742719143629074,0.008570408448576927,0.2802711967378855,1
28,0.004239254631102085,921,book_jacket,0.3132254183292389,921,book_jacket,0.3130347430706024,0.3130347430706024,0.0001906752586364746,0
29,0.0028772475197911263,577,gong,0.2014012485742569,577,gong,0.6078232526779175,0.6078232526779175,-0.4064220041036606,0
30,0.0026945224963128567,689,overskirt,0.24490764737129211,459,brassiere,0.09696143120527267,0.0050575765781104565,0.23985007079318166,1
31,0.0031180400401353836,689,overskirt,0.2572322189807892,556,fire_screen,0.032578516751527786,0.013759252615272999,0.24347296636551619,1
32,0.002858895342797041,461,breastplate,0.2366306632757187,556,fire_screen,0.14256106317043304,0.002485089236870408,0.23414557403884828,1
33,0.0035268799401819706,975,lakeside,0.0712427943944931,576,gondola,0.12400035560131073,0.006152007728815079,0.06509078666567802,1
34,0.002381974831223488,577,gong,0.2533736824989319,651,microwave,0.5655985474586487,0.012371120974421501,0.24100256152451038,1
35,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
36,0.0031180400401353836,689,overskirt,0.2572322189807892,556,fire_screen,0.032578516751527786,0.013759252615272999,0.24347296636551619,1
37,0.0027839294634759426,834,suit,0.12363224476575851,834,suit,0.20626848936080933,0.20626848936080933,-0.08263624459505081,0
38,0.003751771990209818,921,book_jacket,0.056036271154880524,556,fire_screen,0.06883791089057922,0.003926928620785475,0.05210934253409505,1
39,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
40,0.004072993062436581,921,book_jacket,0.16499538719654083,405,airship,0.10760381817817688,0.003108606906607747,0.16188678028993309,1
41,0.0036455057561397552,669,mosquito_net,0.16174104809761047,632,loudspeaker,0.059710610657930374,0.010625177063047886,0.1511158710345626,1
42,0.0031788679771125317,657,missile,0.06927059590816498,812,space_shuttle,0.10051217675209045,0.04898282513022423,0.02028777077794075,1
43,0.003227136330679059,776,sax,0.18789193034172058,556,fire_screen,0.06422017514705658,0.0074890838004648685,0.1804028465412557,1
44,0.0024241209030151367,892,wall_clock,0.08467742800712585,851,television,0.0740664005279541,0.004538442939519882,0.08013898506760597,1
45,0.003519130637869239,601,hoopskirt,0.30147886276245117,601,hoopskirt,0.4657314121723175,0.4657314121723175,-0.16425254940986633,0
46,0.003784462809562683,887,vestment,0.09618798643350601,668,mosque,0.0702032670378685,0.0009020357392728329,0.09528595069423318,1
47,0.0033026528544723988,524,cuirass,0.12187520414590836,632,loudspeaker,0.08787982910871506,0.020563917234539986,0.10131128691136837,1
48,0.003511924296617508,501,cloak,0.08958262205123901,651,microwave,0.25192829966545105,0.14064006507396698,-0.051057443022727966,1
49,0.00290619651786983,903,wig,0.16042089462280273,556,fire_screen,0.0758141353726387,0.023213114589452744,0.13720778003335,1
50,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
51,0.004871251992881298,975,lakeside,0.18460693955421448,727,planetarium,0.09818338602781296,0.008639245294034481,0.17596769426018,1
52,0.0038381293416023254,568,fur_coat,0.13185220956802368,651,microwave,0.6191408634185791,0.001077038818039,0.13077517074998468,1
53,0.0026945224963128567,689,overskirt,0.24490764737129211,459,brassiere,0.09696143120527267,0.0050575765781104565,0.23985007079318166,1
54,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
55,0.0026109362952411175,683,oboe,0.05923714488744736,457,bow_tie,0.05802202597260475,0.004305239766836166,0.05493190512061119,1
56,0.0032358684111386538,917,comic_book,0.15380962193012238,556,fire_screen,0.06380241364240646,0.007060473319143057,0.14674914861097932,1
57,0.0015846297610551119,884,vault,0.13818369805812836,632,loudspeaker,0.12388821691274643,0.007981454953551292,0.13020224310457706,1
58,0.0031180400401353836,689,overskirt,0.2572322189807892,556,fire_screen,0.032578516751527786,0.013759252615272999,0.24347296636551619,1
59,0.0016875123837962747,406,altar,0.25970569252967834,632,loudspeaker,0.1907820701599121,0.002944661770015955,0.2567610307596624,1
60,0.0015309483278542757,406,altar,0.11427833139896393,632,loudspeaker,0.11862359195947647,0.003453634912148118,0.11082469648681581,1
61,0.003965826705098152,501,cloak,0.24688345193862915,501,cloak,0.03387551009654999,0.03387551009654999,0.21300794184207916,0
62,0.002833840437233448,461,breastplate,0.17698949575424194,917,comic_book,0.07180953025817871,0.0012639036867767572,0.17572559206746519,1
63,0.0023480900563299656,601,hoopskirt,0.07534690946340561,641,maraca,0.05952861160039902,0.0031004189513623714,0.07224649051204324,1
64,0.004239254631102085,921,book_jacket,0.3132254183292389,921,book_jacket,0.3130347430706024,0.3130347430706024,0.0001906752586364746,0
65,0.003519130637869239,601,hoopskirt,0.30147886276245117,601,hoopskirt,0.4657314121723175,0.4657314121723175,-0.16425254940986633,0
66,0.0026945224963128567,689,overskirt,0.24490764737129211,459,brassiere,0.09696143120527267,0.0050575765781104565,0.23985007079318166,1
67,0.002387989778071642,868,tray,0.1868639588356018,897,washer,0.4928792119026184,0.0002428994921501726,0.18662105934345163,1
68,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
69,0.0033691800199449062,689,overskirt,0.12134844064712524,601,hoopskirt,0.04735912010073662,0.03185287490487099,0.08949556574225426,1
70,0.0038381293416023254,568,fur_coat,0.13185220956802368,651,microwave,0.6191408634185791,0.001077038818039,0.13077517074998468,1
71,0.00387243228033185,354,Arabian_camel,0.10289902985095978,556,fire_screen,0.25406715273857117,0.008176256902515888,0.09472277294844389,1
72,0.0031197015196084976,524,cuirass,0.07966488599777222,465,bulletproof_vest,0.05718429759144783,0.001457628677599132,0.07820725732017308,1
73,0.003052865155041218,601,hoopskirt,0.3151293694972992,424,barbershop,0.04692082107067108,0.02183215506374836,0.29329721443355083,1
74,0.004239254631102085,921,book_jacket,0.3132254183292389,921,book_jacket,0.3130347430706024,0.3130347430706024,0.0001906752586364746,0
75,0.0038381293416023254,568,fur_coat,0.13185220956802368,651,microwave,0.6191408634185791,0.001077038818039,0.13077517074998468,1
76,0.0034095868468284607,887,vestment,0.3442791998386383,457,bow_tie,0.4101707935333252,0.0025780729483813047,0.341701126890257,1
77,0.001975829480215907,549,envelope,0.23564961552619934,556,fire_screen,0.1202586442232132,0.007994751445949078,0.22765486408025026,1
78,0.004239254631102085,921,book_jacket,0.3132254183292389,921,book_jacket,0.3130347430706024,0.3130347430706024,0.0001906752586364746,0
79,0.002381974831223488,577,gong,0.2533736824989319,651,microwave,0.5655985474586487,0.012371120974421501,0.24100256152451038,1
80,0.0036455057561397552,669,mosquito_net,0.16174104809761047,632,loudspeaker,0.059710610657930374,0.010625177063047886,0.1511158710345626,1
81,0.004800782073289156,601,hoopskirt,0.2301505208015442,689,overskirt,0.1880342960357666,0.12223652005195618,0.10791400074958801,1
82,0.0040113795548677444,921,book_jacket,0.27333149313926697,556,fire_screen,0.20466497540473938,0.02482561208307743,0.24850588105618954,1
83,0.0036455057561397552,669,mosquito_net,0.16174104809761047,632,loudspeaker,0.059710610657930374,0.010625177063047886,0.1511158710345626,1
84,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
85,0.003519130637869239,601,hoopskirt,0.30147886276245117,601,hoopskirt,0.4657314121723175,0.4657314121723175,-0.16425254940986633,0
86,0.0026945224963128567,689,overskirt,0.24490764737129211,459,brassiere,0.09696143120527267,0.0050575765781104565,0.23985007079318166,1
87,0.002387989778071642,868,tray,0.1868639588356018,897,washer,0.4928792119026184,0.0002428994921501726,0.18662105934345163,1
88,0.00387243228033185,354,Arabian_camel,0.10289902985095978,556,fire_screen,0.25406715273857117,0.008176256902515888,0.09472277294844389,1
89,0.002611194271594286,894,wardrobe,0.1056455448269844,651,microwave,0.17278450727462769,0.00213048979640007,0.10351505503058434,1
90,0.003184383036568761,921,book_jacket,0.15731027722358704,556,fire_screen,0.18943844735622406,0.0034104837104678154,0.15389979351311922,1
91,0.003519130637869239,601,hoopskirt,0.30147886276245117,601,hoopskirt,0.4657314121723175,0.4657314121723175,-0.16425254940986633,0
92,0.005593759007751942,921,book_jacket,0.13779713213443756,556,fire_screen,0.06953147053718567,0.05380174517631531,0.08399538695812225,1
93,0.004287888761609793,406,altar,0.25328901410102844,424,barbershop,0.13349461555480957,0.002123472513630986,0.25116554158739746,1
94,0.0034569050185382366,81,ptarmigan,0.06421125680208206,529,diaper,0.12395499646663666,0.0001807770604500547,0.06403047974163201,1
95,0.00455456180498004,883,vase,0.07074900716543198,340,zebra,0.02747652865946293,0.00845283828675747,0.06229616887867451,1
96,0.0027927495539188385,921,book_jacket,0.10800790041685104,834,suit,0.15398572385311127,0.007427271921187639,0.1005806284956634,1
97,0.0031180400401353836,689,overskirt,0.2572322189807892,556,fire_screen,0.032578516751527786,0.013759252615272999,0.24347296636551619,1
98,0.003154997481033206,601,hoopskirt,0.09272067993879318,465,bulletproof_vest,0.05219179764389992,0.022541265934705734,0.07017941400408745,1
99,0.0030887783505022526,601,hoopskirt,0.08088333159685135,904,window_screen,0.10256234556436539,0.00944969616830349,0.07143363542854786,1
100,0.0035052169114351273,913,wreck,0.04782338812947273,812,space_shuttle,0.15046824514865875,0.0007096430636011064,0.047113745065871626,1
101,0.002449563704431057,663,monastery,0.06245100498199463,812,space_shuttle,0.39299970865249634,0.0013438896276056767,0.06110711535438895,1
102,0.0038381293416023254,568,fur_coat,0.13185220956802368,651,microwave,0.6191408634185791,0.001077038818039,0.13077517074998468,1
103,0.002381974831223488,577,gong,0.2533736824989319,651,microwave,0.5655985474586487,0.012371120974421501,0.24100256152451038,1
104,0.002387989778071642,868,tray,0.1868639588356018,897,washer,0.4928792119026184,0.0002428994921501726,0.18662105934345163,1
105,0.009130256250500679,405,airship,0.3724803924560547,556,fire_screen,0.05061070993542671,0.013763503171503544,0.35871688928455114,1
106,0.003227136330679059,776,sax,0.18789193034172058,556,fire_screen,0.06422017514705658,0.0074890838004648685,0.1804028465412557,1
107,0.002769916085526347,562,fountain,0.051619164645671844,904,window_screen,0.15170739591121674,0.033747605979442596,0.017871558666229248,1
108,0.0037051266990602016,887,vestment,0.21139708161354065,549,envelope,0.0680825412273407,0.0026347723323851824,0.20876230928115547,1
109,0.0027927495539188385,921,book_jacket,0.10800790041685104,834,suit,0.15398572385311127,0.007427271921187639,0.1005806284956634,1
110,0.002381974831223488,577,gong,0.2533736824989319,651,microwave,0.5655985474586487,0.012371120974421501,0.24100256152451038,1
111,0.004743983969092369,698,palace,0.16580218076705933,727,planetarium,0.14143416285514832,0.0012383672874420881,0.16456381347961724,1
112,0.003784462809562683,887,vestment,0.09618798643350601,668,mosque,0.0702032670378685,0.0009020357392728329,0.09528595069423318,1
113,0.00514911999925971,708,pedestal,0.18683135509490967,708,pedestal,0.23933987319469452,0.23933987319469452,-0.05250851809978485,0
114,0.005185895133763552,887,vestment,0.1312587857246399,501,cloak,0.04389562830328941,0.0016782263992354274,0.12958055932540447,1
115,0.0033795118797570467,834,suit,0.06534870713949203,834,suit,0.4165964126586914,0.4165964126586914,-0.35124770551919937,0
116,0.0032781935296952724,887,vestment,0.24157705903053284,501,cloak,0.09130490571260452,0.015708204358816147,0.2258688546717167,1
117,0.0026945224963128567,689,overskirt,0.24490764737129211,459,brassiere,0.09696143120527267,0.0050575765781104565,0.23985007079318166,1
118,0.0041068438440561295,652,military_uniform,0.04587440937757492,457,bow_tie,0.29169321060180664,0.0018628783291205764,0.044011531048454344,1
119,0.0036385369021445513,410,apiary,0.05357441306114197,556,fire_screen,0.08431337028741837,0.004396830685436726,0.04917758237570524,1
120,0.004239254631102085,921,book_jacket,0.3132254183292389,921,book_jacket,0.3130347430706024,0.3130347430706024,0.0001906752586364746,0
121,0.0026945224963128567,689,overskirt,0.24490764737129211,459,brassiere,0.09696143120527267,0.0050575765781104565,0.23985007079318166,1
122,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
123,0.0031180400401353836,689,overskirt,0.2572322189807892,556,fire_screen,0.032578516751527786,0.013759252615272999,0.24347296636551619,1
124,0.0042734649032354355,979,valley,0.28687435388565063,904,window_screen,0.18739786744117737,0.007240752689540386,0.27963360119611025,1
125,0.0034269187599420547,406,altar,0.09348199516534805,741,prayer_rug,0.25174185633659363,0.011064713820815086,0.08241728134453297,1
126,0.0016657381784170866,406,altar,0.16730056703090668,632,loudspeaker,0.34715792536735535,0.0032204254530370235,0.16408014157786965,1
127,0.0038381293416023254,568,fur_coat,0.13185220956802368,651,microwave,0.6191408634185791,0.001077038818039,0.13077517074998468,1
128,0.0016664580907672644,787,shield,0.09191523492336273,632,loudspeaker,0.20248550176620483,0.02922949008643627,0.06268574483692646,1
129,0.0016875123837962747,406,altar,0.25970569252967834,632,loudspeaker,0.1907820701599121,0.002944661770015955,0.2567610307596624,1
130,0.002381974831223488,577,gong,0.2533736824989319,651,microwave,0.5655985474586487,0.012371120974421501,0.24100256152451038,1
131,0.0015573670389130712,663,monastery,0.11129061877727509,632,loudspeaker,0.11088280379772186,0.003131487872451544,0.10815913090482354,1
132,0.002387989778071642,868,tray,0.1868639588356018,897,washer,0.4928792119026184,0.0002428994921501726,0.18662105934345163,1
133,0.0020639407448470592,406,altar,0.07409556955099106,921,book_jacket,0.09294382482767105,0.0142687251791358,0.05982684437185526,1
134,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
135,0.0020994513761252165,406,altar,0.3031103014945984,556,fire_screen,0.07084403187036514,0.0343092679977417,0.2688010334968567,1
136,0.0026373034343123436,887,vestment,0.19402021169662476,465,bulletproof_vest,0.10119812190532684,0.001935556880198419,0.19208465481642634,1
137,0.002384684281423688,406,altar,0.2850175201892853,860,tobacco_shop,0.09919457882642746,0.0034735475201159716,0.2815439726691693,1
138,0.0033349760342389345,978,seashore,0.08561036735773087,856,thresher,0.05570133030414581,0.020130693912506104,0.06547967344522476,1
139,0.0026868977583944798,698,palace,0.33311977982521057,405,airship,0.07198089361190796,0.029955049976706505,0.30316472984850407,1
140,0.002381974831223488,577,gong,0.2533736824989319,651,microwave,0.5655985474586487,0.012371120974421501,0.24100256152451038,1
141,0.00387243228033185,354,Arabian_camel,0.10289902985095978,556,fire_screen,0.25406715273857117,0.008176256902515888,0.09472277294844389,1
142,0.002387989778071642,868,tray,0.1868639588356018,897,washer,0.4928792119026184,0.0002428994921501726,0.18662105934345163,1
143,0.0038381293416023254,568,fur_coat,0.13185220956802368,651,microwave,0.6191408634185791,0.001077038818039,0.13077517074998468,1
144,0.003346135374158621,458,brass,0.6514928340911865,539,doormat,0.10700435191392899,0.004850021097809076,0.6466428129933774,1
145,0.002387989778071642,868,tray,0.1868639588356018,897,washer,0.4928792119026184,0.0002428994921501726,0.18662105934345163,1
146,0.0026116545777767897,406,altar,0.42580586671829224,921,book_jacket,0.10285311937332153,0.023173576220870018,0.4026322904974222,1
147,0.0031555730383843184,765,rocking_chair,0.07035347819328308,588,hamper,0.08019757270812988,0.001685022609308362,0.06866845558397472,1
148,0.0054132286459207535,406,altar,0.1354915201663971,539,doormat,0.09355802088975906,0.003523385850712657,0.13196813431568444,1
149,0.002381974831223488,577,gong,0.2533736824989319,651,microwave,0.5655985474586487,0.012371120974421501,0.24100256152451038,1
150,0.0031180400401353836,689,overskirt,0.2572322189807892,556,fire_screen,0.032578516751527786,0.013759252615272999,0.24347296636551619,1
151,0.0036049815826117992,972,cliff,0.07786712050437927,904,window_screen,0.3008998930454254,0.001465452485717833,0.07640166801866144,1
152,0.00197121175006032,808,sombrero,0.11611726135015488,921,book_jacket,0.10662762820720673,0.0036300092469900846,0.11248725210316479,1
153,0.002488428493961692,708,pedestal,0.21290530264377594,787,shield,0.03746393695473671,0.004209272097796202,0.20869603054597974,1
154,0.0061190188862383366,458,brass,0.41698524355888367,556,fire_screen,0.20700067281723022,0.003063972108066082,0.4139212714508176,1
155,0.005130871199071407,897,washer,0.08337465673685074,897,washer,0.17824818193912506,0.17824818193912506,-0.09487352520227432,0
156,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
157,0.002501414157450199,921,book_jacket,0.3001508116722107,556,fire_screen,0.3406735062599182,0.02898903377354145,0.27116177789866924,1
158,0.0031604766845703125,458,brass,0.07475870847702026,741,prayer_rug,0.19062604010105133,0.0026847836561501026,0.07207392482087016,1
159,0.002763578202575445,780,schooner,0.20574136078357697,812,space_shuttle,0.4821992814540863,0.0007207841263152659,0.2050205766572617,1
160,0.004081171005964279,461,breastplate,0.15434148907661438,556,fire_screen,0.10602379590272903,0.0005636154091916978,0.15377787366742268,1
161,0.0034042613115161657,866,tractor,0.0685349777340889,904,window_screen,0.06896214187145233,0.0017909598536789417,0.06674401788040996,1
162,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
163,0.0049034361727535725,857,throne,0.09182187914848328,556,fire_screen,0.31892088055610657,0.0013290820643305779,0.0904927970841527,1
164,0.007679446134716272,832,stupa,0.135269433259964,562,fountain,0.14641177654266357,0.00899177324026823,0.12627766001969576,1
165,0.003603025572374463,974,geyser,0.19843603670597076,974,geyser,0.15060554444789886,0.15060554444789886,0.0478304922580719,0
166,0.0036094430834054947,834,suit,0.11157090961933136,556,fire_screen,0.07478976249694824,0.024287940934300423,0.08728296868503094,1
167,0.0031180400401353836,689,overskirt,0.2572322189807892,556,fire_screen,0.032578516751527786,0.013759252615272999,0.24347296636551619,1
168,0.004068242385983467,921,book_jacket,0.15675322711467743,556,fire_screen,0.19946497678756714,0.08150399476289749,0.07524923235177994,1
169,0.0037640160880982876,921,book_jacket,0.05663730949163437,904,window_screen,0.11813053488731384,0.0038709985092282295,0.05276631098240614,1
170,0.0036455057561397552,669,mosquito_net,0.16174104809761047,632,loudspeaker,0.059710610657930374,0.010625177063047886,0.1511158710345626,1
171,0.002629663795232773,406,altar,0.17029401659965515,556,fire_screen,0.21087102591991425,0.00730628939345479,0.16298772720620036,1
172,0.0027927495539188385,921,book_jacket,0.10800790041685104,834,suit,0.15398572385311127,0.007427271921187639,0.1005806284956634,1
173,0.0030516227707266808,601,hoopskirt,0.19751965999603271,743,prison,0.07868430763483047,0.027105212211608887,0.17041444778442383,1
174,0.003124188631772995,921,book_jacket,0.6051989197731018,904,window_screen,0.09896450489759445,0.026969734579324722,0.5782291851937771,1
175,0.00305960769765079,894,wardrobe,0.27243977785110474,556,fire_screen,0.17523503303527832,0.13827335834503174,0.134166419506073,1
176,0.0038381293416023254,568,fur_coat,0.13185220956802368,651,microwave,0.6191408634185791,0.001077038818039,0.13077517074998468,1
177,0.011783105321228504,460,breakwater,0.10914728790521622,904,window_screen,0.09911897033452988,0.0009181940695270896,0.10822909383568913,1
178,0.004290470853447914,341,hog,0.14805196225643158,556,fire_screen,0.103673554956913,0.00821309257298708,0.1398388696834445,1
179,0.0032413543667644262,406,altar,0.12482227385044098,556,fire_screen,0.08080792427062988,0.004477298352867365,0.12034497549757361,1
180,0.003763944376260042,832,stupa,0.1563209891319275,904,window_screen,0.07455611228942871,0.0007288126507773995,0.1555921764811501,1
181,0.007041414268314838,916,web_site,0.35505110025405884,916,web_site,0.37817591428756714,0.37817591428756714,-0.0231248140335083,0
182,0.002387989778071642,868,tray,0.1868639588356018,897,washer,0.4928792119026184,0.0002428994921501726,0.18662105934345163,1
183,0.008960580453276634,917,comic_book,0.13827963173389435,539,doormat,0.1366545706987381,0.01037651114165783,0.12790312059223652,1
184,0.00324663775973022,690,oxcart,0.12911356985569,556,fire_screen,0.17796725034713745,0.0024940096773207188,0.12661956017836928,1
185,0.0038381293416023254,568,fur_coat,0.13185220956802368,651,microwave,0.6191408634185791,0.001077038818039,0.13077517074998468,1
186,0.0032350579276680946,601,hoopskirt,0.3570437729358673,904,window_screen,0.07559467107057571,0.006979269906878471,0.35006450302898884,1
187,0.0038381293416023254,568,fur_coat,0.13185220956802368,651,microwave,0.6191408634185791,0.001077038818039,0.13077517074998468,1
188,0.003511924296617508,501,cloak,0.08958262205123901,651,microwave,0.25192829966545105,0.14064006507396698,-0.051057443022727966,1
189,0.003248124849051237,913,wreck,0.06238860264420509,904,window_screen,0.15111257135868073,0.0028142929077148438,0.05957430973649025,1
190,0.002799062989652157,884,vault,0.332491397857666,556,fire_screen,0.09963122755289078,0.0036582103930413723,0.32883318746462464,1
191,0.0027927495539188385,921,book_jacket,0.10800790041685104,834,suit,0.15398572385311127,0.007427271921187639,0.1005806284956634,1
192,0.003511924296617508,501,cloak,0.08958262205123901,651,microwave,0.25192829966545105,0.14064006507396698,-0.051057443022727966,1
193,0.002847192343324423,611,jigsaw_puzzle,0.14599977433681488,921,book_jacket,0.02990828827023506,0.004305040929466486,0.1416947334073484,1
194,0.003311502980068326,708,pedestal,0.0622749850153923,711,perfume,0.1322433203458786,0.005521121434867382,0.05675386358052492,1
195,0.0025180333759635687,921,book_jacket,0.15176646411418915,583,guillotine,0.11962445080280304,0.05746692791581154,0.09429953619837761,1
196,0.003500365884974599,974,geyser,0.06154564768075943,974,geyser,0.23811301589012146,0.23811301589012146,-0.17656736820936203,0
197,0.0027074303943663836,912,worm_fence,0.076885886490345,556,fire_screen,0.11740072816610336,0.007466048002243042,0.06941983848810196,1
198,0.003511924296617508,501,cloak,0.08958262205123901,651,microwave,0.25192829966545105,0.14064006507396698,-0.051057443022727966,1
199,0.004002341069281101,399,abaya,0.09281684458255768,399,abaya,0.29823052883148193,0.29823052883148193,-0.20541368424892426,0
200,0.0037225736305117607,762,restaurant,0.09533034265041351,743,prison,0.12147720158100128,0.009607282467186451,0.08572306018322706,1
201,0.002517162589356303,406,altar,0.13881027698516846,741,prayer_rug,0.36093583703041077,0.0011498318053781986,0.13766044517979026,1
202,0.0032668779604136944,921,book_jacket,0.33981314301490784,632,loudspeaker,0.19793590903282166,0.08856036514043808,0.25125277787446976,1
203,0.002387989778071642,868,tray,0.1868639588356018,897,washer,0.4928792119026184,0.0002428994921501726,0.18662105934345163,1
204,0.003475355915725231,865,toyshop,0.11217337846755981,545,electric_fan,0.10758641362190247,0.0016382243484258652,0.11053515411913395,1
205,0.00392388179898262,406,altar,0.17986571788787842,556,fire_screen,0.10370146483182907,0.0011079298565164208,0.178757788031362,1
206,0.004373935516923666,921,book_jacket,0.39001792669296265,904,window_screen,0.07838995009660721,0.012350901030004025,0.3776670256629586,1
207,0.003520067548379302,715,pickelhaube,0.20042257010936737,652,military_uniform,0.40309953689575195,0.0013963079545646906,0.19902626215480268,1
208,0.002387989778071642,868,tray,0.1868639588356018,897,washer,0.4928792119026184,0.0002428994921501726,0.18662105934345163,1
209,0.003349750768393278,483,castle,0.2348712533712387,657,missile,0.09080272167921066,0.0006554342107847333,0.23421581916045398,1
210,0.004521511495113373,921,book_jacket,0.0786844789981842,556,fire_screen,0.1336982697248459,0.0027577991131693125,0.07592667988501489,1
211,0.006896147504448891,975,lakeside,0.09612761437892914,912,worm_fence,0.11142491549253464,0.011894377879798412,0.08423323649913073,1
212,0.0033194697462022305,970,alp,0.20740152895450592,904,window_screen,0.07693000882863998,0.0006087353103794158,0.2067927936441265,1
213,0.0031180400401353836,689,overskirt,0.2572322189807892,556,fire_screen,0.032578516751527786,0.013759252615272999,0.24347296636551619,1
214,0.0085779232904315,730,plow,0.1296723335981369,556,fire_screen,0.11452145874500275,0.011390411294996738,0.11828192230314016,1
215,0.004444569814950228,501,cloak,0.16142593324184418,501,cloak,0.06478914618492126,0.06478914618492126,0.09663678705692291,0
216,0.004298621788620949,913,wreck,0.03893531113862991,904,window_screen,0.0342412032186985,0.0222304854542017,0.016704825684428215,1
217,0.0031180400401353836,689,overskirt,0.2572322189807892,556,fire_screen,0.032578516751527786,0.013759252615272999,0.24347296636551619,1
